repo,stars,new-stars-last-30d,new-stars-last-14d,new-stars-last-7d,new-stars-last-24H,stars-per-mille-30d,days-last-star,days-last-commit,days-since-creation,mentionable-users,language,archived,dependencies,main-category,sub-category,min-go-version,liveness
solher/arangolite,73,0,0,0,0,0.000,418,982,2966,12,Go,false,0,Database Drivers,NoSQL Database Drivers,1.16,0.000
viant/asc,9,0,0,0,0,0.000,418,1673,2713,9,Go,false,0,Database Drivers,NoSQL Database Drivers,,0.000
couchbase/goforestdb,34,0,0,0,0,0.000,55,2528,3474,19,Go,false,0,Database Drivers,NoSQL Database Drivers,,0.000
couchbase/go-couchbase,319,0,0,0,0,0.000,57,646,4320,55,Go,false,0,Database Drivers,NoSQL Database Drivers,1.13,0.000
pilosa/go-pilosa,58,0,0,0,0,0.000,207,416,2604,12,Go,true,6,Database Drivers,NoSQL Database Drivers,1.12,0.000
nitishm/go-rejson,331,1,0,0,0,3.021,29,232,2035,12,Go,false,2,Database Drivers,NoSQL Database Drivers,1.14,2.000
couchbase/gocb,350,0,0,0,0,0.000,38,2,3228,55,Go,false,11,Database Drivers,NoSQL Database Drivers,1.19,10.000
btnguyen2k/gocosmos,18,0,0,0,0,0.000,99,117,1077,3,Go,false,5,Database Drivers,NoSQL Database Drivers,1.13,0.000
piaohao/godis,109,0,0,0,0,0.000,346,1285,1618,1,Go,false,2,Database Drivers,NoSQL Database Drivers,,0.000
defcronyke/godscache,11,0,0,0,0,0.000,418,1744,2019,1,Go,false,0,Database Drivers,NoSQL Database Drivers,,0.000
dancannon/gorethink,1641,2,2,0,0,1.219,8,533,3718,88,Go,false,9,Database Drivers,NoSQL Database Drivers,1.12,5.000
zegl/goriak,30,0,0,0,0,0.000,228,1786,2599,2,Go,false,1,Database Drivers,NoSQL Database Drivers,,0.000
go-kivik/kivik,281,0,0,0,0,0.000,30,0,2472,9,Go,false,13,Database Drivers,NoSQL Database Drivers,1.17,30.000
kamva/mgm,695,9,5,3,1,12.950,0,66,1421,11,Go,false,3,Database Drivers,NoSQL Database Drivers,1.17,20.000
globalsign/mgo,1958,1,0,0,0,0.511,18,1859,2409,10,Go,false,0,Database Drivers,NoSQL Database Drivers,,2.000
mongodb/mongo-go-driver,7710,56,26,14,2,7.263,0,1,2473,584,Go,false,10,Database Drivers,NoSQL Database Drivers,1.13,50.000
cihangir/neo4j,27,0,0,0,0,0.000,418,3151,3836,3,Go,false,0,Database Drivers,NoSQL Database Drivers,,0.000
davemeehan/Neo4j-GO,76,0,0,0,0,0.000,418,1976,4549,3,Go,true,0,Database Drivers,NoSQL Database Drivers,,0.000
jmcvetta/neoism,389,0,0,0,0,0.000,208,1371,4146,11,Go,false,0,Database Drivers,NoSQL Database Drivers,,0.000
qiniu/qmgo,1215,20,11,4,2,16.461,0,136,1201,27,Go,false,3,Database Drivers,NoSQL Database Drivers,1.16,25.000
bsm/redeo,431,1,0,0,0,2.320,29,301,3544,5,Go,false,3,Database Drivers,NoSQL Database Drivers,1.18,2.000
gomodule/redigo,9634,23,10,6,0,2.387,2,89,4235,74,Go,false,1,Database Drivers,NoSQL Database Drivers,1.16,15.000
redis/go-redis,18316,190,98,47,5,10.373,0,17,4132,294,Go,false,4,Database Drivers,NoSQL Database Drivers,1.18,52.000
shomali11/xredis,19,0,0,0,0,0.000,418,1623,2348,1,Go,false,4,Database Drivers,NoSQL Database Drivers,,0.000
olivere/elastic,7254,28,8,5,0,3.860,1,604,3998,108,Go,false,9,Database Drivers,Search and Analytic Databases,1.17,15.000
cch123/elasticsql,1108,4,3,1,0,3.610,5,103,2642,3,Go,false,1,Database Drivers,Search and Analytic Databases,1.13,10.000
mattbaird/elastigo,949,0,0,0,0,0.000,123,2489,4054,75,Go,false,0,Database Drivers,Search and Analytic Databases,,0.000
elastic/go-elasticsearch,5246,57,22,12,1,10.865,0,3,2426,1884,Go,false,1,Database Drivers,Search and Analytic Databases,1.13,50.000
OwnLocal/goes,30,0,0,0,0,0.000,50,2451,2881,7,Go,false,0,Database Drivers,Search and Analytic Databases,,0.000
seiflotfy/skizze,88,0,0,0,0,0.000,418,2754,2861,1,Go,false,0,Database Drivers,Search and Analytic Databases,,0.000
goschtalt/approx,3,0,0,0,0,0.000,43,158,158,1,Go,false,0,Date and Time,,1.18,0.000
golang-module/carbon,3895,278,125,45,1,71.374,0,8,1167,27,Go,false,1,Date and Time,,1.16,55.000
uniplaces/carbon,767,1,0,0,0,1.304,17,569,2663,27,Go,false,1,Date and Time,,1.16,2.000
1set/cronrange,18,0,0,0,0,0.000,418,653,1469,4,Go,false,1,Date and Time,,1.13,0.000
rickb777/date,117,1,0,0,0,8.547,16,1,2916,1,Go,false,3,Date and Time,,1.21,12.000
araddon/dateparse,1929,13,8,1,0,6.739,4,932,3498,21,Go,false,2,Date and Time,,1.12,15.000
hako/durafmt,469,0,0,0,0,0.000,55,893,2737,9,Go,false,0,Date and Time,,1.11,0.000
wlbr/feiertage,45,1,1,0,0,22.222,12,823,2935,3,Go,false,0,Date and Time,,1.15,5.000
ijt/go-anytime,12,1,0,0,0,83.333,21,304,407,4,Go,false,2,Date and Time,,1.19,2.000
yaa110/go-persian-calendar,174,2,2,1,1,11.494,0,129,2847,8,Go,false,0,Date and Time,,1.16,20.000
xhit/go-str2duration,84,2,1,0,0,23.810,8,35,1385,2,Go,false,0,Date and Time,,1.13,5.000
nathan-osman/go-sunrise,79,2,1,1,0,25.316,3,447,2346,4,Go,false,0,Date and Time,,1.13,10.000
stoewer/go-week,9,1,1,0,0,111.111,8,732,2094,5,Go,false,4,Date and Time,,1.11,5.000
bykof/gostradamus,192,1,1,1,0,5.208,5,726,1319,1,Go,false,1,Date and Time,,1.17,10.000
relvacode/iso8601,132,0,0,0,0,0.000,43,145,2397,5,Go,false,0,Date and Time,,1.13,0.000
GuilhermeCaruso/kair,25,0,0,0,0,0.000,288,1248,1871,1,Go,false,0,Date and Time,,,0.000
jinzhu/now,4271,15,9,7,1,3.512,0,611,3652,16,Go,false,0,Date and Time,,1.12,25.000
kirillDanshin/nulltime,14,0,0,0,0,0.000,230,2432,2813,1,Go,false,0,Date and Time,,,0.000
awoodbeck/strftime,12,0,0,0,0,0.000,280,2095,2107,1,Go,false,0,Date and Time,,,0.000
SaidinWoT/timespan,82,0,0,0,0,0.000,418,2784,3329,3,Go,false,0,Date and Time,,,0.000
leekchan/timeutil,194,0,0,0,0,0.000,87,3029,3030,1,Go,false,0,Date and Time,,,0.000
osteele/tuesday,12,0,0,0,0,0.000,418,882,2290,1,Go,false,1,Date and Time,,1.16,0.000
lesismal/arpc,815,1,1,0,0,1.227,11,182,1277,8,Go,false,0,Distributed Systems,,1.16,5.000
svcavallar/celeriac.v1,71,0,0,0,0,0.000,418,1128,2961,2,Go,false,4,Distributed Systems,,1.13,0.000
buraksezer/consistent,625,5,3,1,0,8.000,5,345,2063,6,Go,false,0,Distributed Systems,,1.9,10.000
mbrostami/consistenthash,20,0,0,0,0,0.000,91,605,1304,1,Go,false,0,Distributed Systems,,1.17,0.000
anacrolix/dht,276,1,0,0,0,3.623,23,6,2530,19,Go,false,25,Distributed Systems,,1.18,12.000
digota/digota,490,1,1,0,0,2.041,11,1860,2286,1,Go,false,0,Distributed Systems,,,5.000
edwingeng/doublejump,93,1,1,1,0,10.753,5,394,1970,1,Go,false,1,Distributed Systems,,1.12,10.000
lni/dragonboat,4784,26,10,7,2,5.435,0,56,1791,26,Go,false,14,Distributed Systems,,1.17,25.000
dragonflyoss/Dragonfly2,1709,57,29,9,0,33.353,2,2,1109,69,Go,false,92,Distributed Systems,,1.21,40.000
dgruber/drmaa,45,0,0,0,0,0.000,98,620,3897,5,Go,false,0,Distributed Systems,,,0.000
tylfin/dynatomic,15,0,0,0,0,0.000,418,1109,1743,3,Go,false,0,Distributed Systems,,,0.000
emitter-io/emitter,3662,17,15,7,2,4.642,0,50,2576,18,Go,false,19,Distributed Systems,,1.20,25.000
andy2046/failured,10,0,0,0,0,0.000,305,838,845,1,Go,false,1,Distributed Systems,,1.15,0.000
vectaport/flowgraph,53,0,0,0,0,0.000,53,937,1906,1,Go,false,0,Distributed Systems,,,0.000
chrislusf/gleam,3262,16,10,3,0,4.905,0,918,2640,20,Go,false,0,Distributed Systems,,1.15,15.000
chrislusf/glow,3165,5,1,0,0,1.580,9,1842,3079,9,Go,false,0,Distributed Systems,,,5.000
gmsec/micro,22,0,0,0,0,0.000,418,89,1294,5,Go,false,9,Distributed Systems,,1.18,0.000
unionj-cloud/go-doudou,1222,7,4,0,0,5.728,9,85,997,8,Go,false,89,Distributed Systems,,1.18,5.000
InVisionApp/go-health,723,6,1,0,0,8.299,9,116,2179,16,Go,false,10,Distributed Systems,,1.13,5.000
dgryski/go-jump,371,2,0,0,0,5.391,24,760,3442,2,Go,false,0,Distributed Systems,,,2.000
go-kit/kit,25618,126,56,30,3,4.918,0,172,3210,203,Go,false,31,Distributed Systems,,1.17,50.000
micro/go-micro,20972,98,41,23,3,4.673,0,40,3230,182,Go,false,26,Distributed Systems,,1.18,50.000
sanketplus/go-mysql-lock,58,0,0,0,0,0.000,41,166,1259,6,Go,false,3,Distributed Systems,,1.13,0.000
pdupub/go-pdu,46,0,0,0,0,0.000,108,102,1867,1,Go,false,9,Distributed Systems,,1.16,0.000
AppsFlyer/go-sundheit,514,0,0,0,0,0.000,57,824,1684,13,Go,false,3,Distributed Systems,,1.15,0.000
tal-tech/go-zero,26328,321,138,69,7,12.192,0,4,1197,237,Go,false,43,Distributed Systems,,1.19,62.000
valyala/gorpc,682,1,1,1,0,1.466,5,2738,3284,3,Go,false,0,Distributed Systems,,,10.000
grpc/grpc-go,19123,180,93,47,8,9.413,0,2,3266,440,Go,false,14,Distributed Systems,,1.19,62.000
hprose/hprose-golang,1247,1,0,0,0,0.802,16,66,3564,5,Go,false,8,Distributed Systems,,1.13,2.000
osamingo/jsonrpc,182,0,0,0,0,0.000,39,200,2576,3,Go,false,3,Distributed Systems,,1.18,0.000
ybbus/jsonrpc,288,4,4,2,0,13.889,1,268,2563,6,Go,false,1,Distributed Systems,,1.19,10.000
cloudwego/kitex,6344,63,23,12,3,9.931,0,1,861,86,Go,false,24,Distributed Systems,,1.13,50.000
go-kratos/kratos,21685,156,73,37,6,7.194,0,2,1773,253,Go,false,16,Distributed Systems,,1.19,62.000
liftbridge-io/liftbridge,2498,8,5,2,0,3.203,1,434,2226,18,Go,false,24,Distributed Systems,,1.17,10.000
luraproject/lura,5807,55,25,8,3,9.471,0,1,2569,35,Go,false,9,Distributed Systems,,1.17,50.000
micro/micro,11912,36,17,7,1,3.022,0,112,3227,87,Go,false,37,Distributed Systems,,1.20,25.000
nats-io/gnatsd,13834,150,69,33,2,10.843,0,5,4036,135,Go,false,10,Distributed Systems,,1.20,60.000
italolelis/outboxer,143,5,4,2,1,34.965,0,11,1751,3,Go,false,6,Distributed Systems,,1.20,25.000
hashicorp/raft,7505,62,35,16,1,8.261,0,2,3665,1215,Go,false,4,Distributed Systems,,1.20,60.000
etcd-io/raft,385,27,9,4,0,70.130,1,4,355,135,Go,false,4,Distributed Systems,,1.21,25.000
cenkalti/rain,883,13,8,5,1,14.723,0,38,3468,14,Go,false,25,Distributed Systems,,1.21,25.000
bsm/redislock,1157,22,12,7,0,19.015,1,114,1607,8,Go,false,1,Distributed Systems,,1.17,15.000
uber/ringpop-go,805,6,3,2,1,7.453,0,483,3087,97,Go,false,0,Distributed Systems,,,20.000
smallnest/rpcx,7780,37,16,6,0,4.756,2,1,2740,49,Go,false,36,Distributed Systems,,1.20,25.000
jexia/semaphore,87,0,0,0,0,0.000,66,897,1381,11,Go,false,21,Distributed Systems,,1.14,0.000
ursiform/sleuth,367,0,0,0,0,0.000,30,131,2764,1,Go,false,0,Distributed Systems,,,0.000
temporalio/sdk-go,390,17,9,6,1,43.590,0,0,1492,124,Go,false,15,Distributed Systems,,1.20,55.000
anacrolix/torrent,4984,37,15,9,1,7.424,0,39,3235,80,Go,false,48,Distributed Systems,,1.20,25.000
skibish/ddns,239,1,0,0,0,4.184,25,20,2440,6,Go,false,5,Dynamic DNS,,1.21,4.000
timothyye/godns,1369,17,8,2,0,12.418,1,26,3477,434,Go,false,13,Dynamic DNS,,1.20,17.000
aymerick/douceur,234,2,2,0,0,8.547,8,2066,3145,2,Go,false,0,Email,,,5.000
jordan-wright/email,2474,31,14,4,0,12.530,1,1043,3627,29,Go,false,0,Email,,,15.000
AfterShip/email-verifier,972,11,7,4,1,11.317,0,145,1065,254,Go,false,5,Email,,1.15,25.000
toorop/go-dkim,92,1,0,0,0,10.870,17,1109,3124,8,Go,false,0,Email,,,2.000
dimuska139/go-email-normalizer,60,1,0,0,0,16.667,24,147,1183,4,Go,false,1,Email,,1.14,2.000
go-email-validator/go-email-validator,50,0,0,0,0,0.000,40,222,1072,2,Go,true,14,Email,,1.17,0.000
emersion/go-imap,1873,16,7,2,0,8.542,4,42,2761,5,Go,false,3,Email,,1.18,15.000
wneessen/go-mail,356,16,8,2,0,44.944,2,7,622,9,Go,false,0,Email,,1.16,20.000
emersion/go-message,338,4,1,0,0,11.834,8,82,2513,28,Go,false,2,Email,,1.14,5.000
vanng822/go-premailer,120,0,0,0,0,0.000,41,211,3196,6,Go,false,6,Email,,1.14,0.000
xhit/go-simple-mail,540,9,4,3,0,16.667,1,92,1525,23,Go,false,1,Email,,1.13,10.000
hectane/hectane,219,0,0,0,0,0.000,359,1549,3004,2,Go,false,0,Email,,,0.000
matcornic/hermes,2700,16,7,4,0,5.926,2,1388,2428,13,Go,false,8,Email,,1.13,15.000
mailchain/mailchain,141,0,0,0,0,0.000,60,595,1681,28,,false,0,Email,,,0.000
mailgun/mailgun-go,664,5,3,2,2,7.530,0,11,3550,77,Go,false,4,Email,,1.13,25.000
mailhog/MailHog,12747,115,63,25,2,9.022,0,472,3502,37,Go,false,0,Email,,,50.000
axllent/mailpit,3417,191,90,57,10,55.897,0,6,476,16,Go,false,23,Email,,1.20,62.000
valord577/mailx,9,0,0,0,0,0.000,39,647,736,1,Go,false,0,Email,,1.16,0.000
sendgrid/sendgrid-go,938,5,3,1,0,5.330,1,100,3719,433,Go,false,0,Email,,,10.000
mailhog/smtp,74,0,0,0,0,0.000,254,2554,3250,4,Go,false,0,Email,,,0.000
mocktools/go-smtp-mock,93,1,0,0,0,10.753,20,156,808,6,Go,false,1,Email,,1.15,2.000
truemail-rb/truemail-go,68,2,0,0,0,29.412,17,190,1052,1,Go,false,5,Email,,1.20,2.000
mattn/anko,1389,12,3,0,0,8.639,13,164,3522,19,Go,false,0,Embeddable Scripting Languages,,1.13,5.000
alexeyco/binder,67,0,0,0,0,0.000,93,1937,2420,1,Go,false,0,Embeddable Scripting Languages,,,0.000
google/cel-go,1890,42,15,6,2,22.222,0,7,2079,55,Go,false,5,Embeddable Scripting Languages,,1.18,30.000
krotik/ecal,35,1,0,0,0,28.571,20,909,1082,1,Go,false,1,Embeddable Scripting Languages,,1.12,2.000
antonmedv/expr,4709,100,43,20,0,21.236,1,1,1952,52,Go,false,1,Embeddable Scripting Languages,,1.18,50.000
gentee/gentee,121,5,1,0,0,41.322,7,271,2133,2,Go,false,2,Embeddable Scripting Languages,,1.14,5.000
jcla1/gisp,504,0,0,0,0,0.000,58,3429,3597,2,Go,false,0,Embeddable Scripting Languages,,,0.000
olebedev/go-duktape,778,2,1,0,0,2.571,8,966,3236,27,Go,true,0,Embeddable Scripting Languages,,,0.000
Shopify/go-lua,2819,19,5,3,0,6.740,3,409,3619,7023,Go,false,0,Embeddable Scripting Languages,,1.19,10.000
deuill/go-php,906,3,0,0,0,3.311,16,1873,2983,4,Go,false,0,Embeddable Scripting Languages,,,2.000
sbinet/go-python,1510,4,3,3,0,2.649,2,117,4148,12,Go,true,0,Embeddable Scripting Languages,,1.13,0.000
dop251/goja,4428,75,33,20,3,16.938,0,21,2569,24,Go,false,6,Embeddable Scripting Languages,,1.16,52.000
aarzilli/golua,628,4,0,0,0,6.369,15,924,4729,1,C,false,0,Embeddable Scripting Languages,,1.15,2.000
yuin/gopher-lua,5730,59,36,16,0,10.297,1,13,3197,46,Go,false,1,Embeddable Scripting Languages,,1.17,45.000
PaesslerAG/gval,668,3,1,1,0,4.491,5,260,2243,21,Go,false,2,Embeddable Scripting Languages,,1.15,10.000
metacall/core,1413,17,6,2,1,12.031,0,38,1787,42,C,false,0,Embeddable Scripting Languages,,,25.000
db47h/ngaro,25,0,0,0,0,0.000,193,1994,2656,1,Go,false,0,Embeddable Scripting Languages,,,0.000
ichiban/prolog,517,2,1,1,0,3.868,2,99,1110,2,Go,false,2,Embeddable Scripting Languages,,1.19,10.000
ian-kent/purl,39,1,0,0,0,25.641,21,3267,3275,1,Go,false,0,Embeddable Scripting Languages,,,2.000
google/starlark-go,2106,25,9,3,0,11.871,6,16,1851,77,Go,false,5,Embeddable Scripting Languages,,1.18,17.000
d5/tengo,3323,18,9,2,0,5.417,2,88,1774,30,Go,false,0,Embeddable Scripting Languages,,1.13,15.000
emperror/emperror,315,2,0,0,0,6.349,16,1139,2349,2,Go,false,1,Error Handling,,1.12,2.000
rotisserie/eris,1357,6,3,0,0,4.422,8,277,1532,4,Go,false,0,Error Handling,,1.18,5.000
snwfdhmp/errlog,453,0,0,0,0,0.000,52,143,1735,6,Go,false,0,Error Handling,,,0.000
emperror/errors,190,5,1,0,0,26.316,13,540,1592,2,Go,false,2,Error Handling,,1.12,5.000
neuronlabs/errors,6,0,0,0,0,0.000,52,1570,1576,1,Go,false,2,Error Handling,,1.12,0.000
PumpkinSeed/errors,7,0,0,0,0,0.000,230,1408,1409,1,Go,false,0,Error Handling,,1.13,0.000
bnkamalesh/errors,57,0,0,0,0,0.000,43,170,1218,1,Go,false,0,Error Handling,,1.19,0.000
cockroachdb/errors,1857,22,8,3,1,11.847,0,78,1623,243,Go,false,13,Error Handling,,1.19,25.000
joomcode/errorx,1030,13,8,5,1,12.621,0,137,1919,147,Go,false,1,Error Handling,,1.11,25.000
rbrahul/exception,26,1,1,1,0,38.462,2,362,552,1,Go,false,0,Error Handling,,1.16,10.000
SonicRoshan/falcon,10,1,1,0,0,100.000,8,1520,1530,1,Go,false,0,Error Handling,,,5.000
Southclaws/fault,139,4,1,1,0,28.777,2,63,513,5,Go,false,4,Error Handling,,1.18,10.000
hashicorp/go-multierror,2062,14,11,7,2,6.790,0,24,3259,1142,Go,false,1,Error Handling,,1.13,27.000
samber/oops,98,14,8,4,2,142.857,0,0,186,2,Go,false,4,Error Handling,,1.21,55.000
ztrue/tracerr,842,11,3,1,0,13.064,1,180,1745,3,Go,false,0,Error Handling,,,10.000
spf13/afero,5454,47,20,10,0,8.618,1,56,3307,78,Go,false,7,File Handling,,1.16,15.000
viant/afs,270,7,4,3,0,25.926,1,7,1551,14,Go,false,6,File Handling,,1.17,15.000
xis/baraka,52,1,1,1,0,19.231,4,413,1223,2,Go,false,1,File Handling,,1.14,10.000
bigfile/bigfile,244,2,1,0,0,8.197,11,1510,1587,7,Go,true,23,File Handling,,1.12,0.000
codingsince1985/checksum,95,3,1,1,1,31.579,0,274,3300,3,Go,false,2,File Handling,,1.20,20.000
otiai10/copy,615,13,7,4,0,21.138,2,47,2269,23,Go,false,3,File Handling,,1.18,15.000
homedepot/flop,34,0,0,0,0,0.000,176,710,1722,15,Go,false,3,File Handling,,1.14,0.000
dundee/gdu,2878,71,28,12,3,24.670,0,11,2092,31,Go,false,11,File Handling,,1.18,45.000
artonge/go-csv-tag,110,2,2,0,0,18.182,13,25,2343,9,Go,false,0,File Handling,,1.12,7.000
hugocarreira/go-decent-copy,21,3,0,0,0,142.857,19,1414,1859,4,Go,false,0,File Handling,,1.12,2.000
barasher/go-exiftool,194,2,1,0,0,10.309,13,163,1650,7,Go,false,1,File Handling,,1.13,5.000
artonge/go-gtfs,38,1,1,0,0,26.316,10,94,2323,11,Go,false,1,File Handling,,1.12,5.000
no-src/gofs,369,6,2,1,0,16.260,4,4,796,2,Go,false,19,File Handling,,1.20,20.000
1set/gut,27,0,0,0,0,0.000,74,1095,1504,2,Go,false,0,File Handling,,1.15,0.000
dastoori/higgs,18,1,0,0,0,55.556,27,657,1069,1,Go,false,0,File Handling,,1.17,2.000
kdomanski/iso9660,245,2,2,1,1,8.163,0,89,1930,6,Go,false,1,File Handling,,1.19,20.000
rjeczalik/notify,860,7,3,1,0,8.140,5,269,3357,25,Go,false,1,File Handling,,1.11,10.000
qmuntal/opc,75,0,0,0,0,0.000,67,991,1837,2,Go,false,1,File Handling,,1.13,0.000
parsyl/parquet,85,0,0,0,0,0.000,92,120,1753,4,Go,false,5,File Handling,,1.20,0.000
jonchun/pathtype,13,1,0,0,0,76.923,27,827,837,2,Go,false,0,File Handling,,1.16,2.000
pdfcpu/pdfcpu,5525,85,41,25,1,15.385,0,52,2343,35,Go,false,7,File Handling,,1.20,50.000
dixonwille/skywalker,95,1,0,0,0,10.526,24,808,2299,1,Go,false,0,File Handling,,,2.000
posener/tarfs,57,1,1,0,0,17.544,9,2421,2443,1,Go,false,0,File Handling,,,5.000
1set/todotxt,19,0,0,0,0,0.000,217,404,1106,3,Go,false,1,File Handling,,1.15,0.000
C2FO/vfs,258,3,2,2,0,11.628,4,51,2299,150,Go,false,17,File Handling,,1.20,10.000
leekchan/accounting,841,5,2,2,0,5.945,3,681,3021,6,Go,false,2,Financial,,1.13,10.000
moov-io/ach,400,5,3,1,0,12.500,4,3,2529,40,Go,false,12,Financial,,1.19,20.000
c9s/bbgo,984,20,8,5,0,20.325,3,0,1139,44,Go,false,57,Financial,,1.18,45.000
bojanz/currency,448,16,5,4,0,35.714,1,14,1310,7,Go,false,1,Financial,,1.17,12.000
bnkamalesh/currency,56,1,0,0,0,17.857,23,734,2384,1,Go,false,0,Financial,,1.14,2.000
shopspring/decimal,5471,67,26,8,0,12.246,1,578,3187,52,Go,false,0,Financial,,1.13,30.000
govalues/decimal,14,7,3,1,0,500.000,6,16,251,2,Go,false,0,Financial,,1.20,12.000
nikolaydubina/fpdecimal,25,0,0,0,0,0.000,49,22,539,2,Go,false,0,Financial,,1.21,2.000
nikolaydubina/fpmoney,22,1,0,0,0,45.455,16,22,525,1,Go,false,1,Financial,,1.21,4.000
alpeb/go-finance,158,2,2,0,0,12.658,8,715,2360,3,Go,false,0,Financial,,1.17,5.000
pieterclaerhout/go-finance,21,5,4,1,0,238.095,6,166,1510,1,Go,false,2,Financial,,1.13,10.000
m1/go-finnhub,82,1,1,1,0,12.195,5,1385,1404,1,Go,true,1,Financial,,1.13,0.000
rhymond/go-money,1408,21,1,1,0,14.915,1,3,2433,30,Go,false,0,Financial,,1.13,20.000
matm/go-nowpayments,2,0,0,0,0,0.000,329,297,388,1,Go,false,2,Financial,,1.18,0.000
govalues/money,8,2,1,0,0,250.000,13,86,269,2,Go,false,1,Financial,,1.20,5.000
aclindsa/ofxgo,125,1,1,1,0,8.000,1,248,2931,10,Go,false,3,Financial,,1.9,10.000
i25959341/orderbook,370,9,3,1,0,24.324,6,136,2033,4,Go,false,0,Financial,,,10.000
jovandeginste/payme,26,0,0,0,0,0.000,36,298,928,1,Go,false,6,Financial,,1.19,0.000
BoltApp/sleet,127,1,1,1,0,7.874,5,36,1465,89,Go,false,12,Financial,,1.15,10.000
sdcoffey/techan,754,4,2,1,0,5.305,1,730,2446,7,Go,false,2,Financial,,1.12,10.000
achannarasappa/ticker,4693,27,17,10,2,5.753,0,164,1028,16,Go,false,18,Financial,,1.18,25.000
claygod/transaction,126,0,0,0,0,0.000,47,445,2228,2,Go,false,0,Financial,,,0.000
dannyvankooten/vat,105,1,1,1,0,9.524,1,10,2708,7,Go,false,0,Financial,,1.14,15.000
robfig/bind,30,0,0,0,0,0.000,36,3380,3391,1,Go,false,0,Forms,,,0.000
mholt/binding,797,1,0,0,0,1.255,17,2253,3468,10,Go,true,0,Forms,,,0.000
cinar/checker,5,0,0,0,0,0.000,73,145,157,1,Go,false,0,Forms,,1.20,0.000
leebenson/conform,312,0,0,0,0,0.000,30,335,2873,9,Go,false,3,Forms,,1.13,0.000
go-playground/form,644,8,5,4,0,12.422,1,127,2731,8,Go,false,1,Forms,,1.13,10.000
monoculum/formam,182,0,0,0,0,0.000,30,376,3311,8,Go,false,0,Forms,,1.12,0.000
albrow/forms,133,0,0,0,0,0.000,36,337,3389,2,Go,false,0,Forms,,,0.000
bdjimmy/gbind,8,0,0,0,0,0.000,418,522,546,1,Go,false,3,Forms,,1.16,0.000
gorilla/csrf,945,18,9,6,1,19.048,0,13,3029,28,Go,false,1,Forms,,1.20,30.000
ggicci/httpin,215,8,2,2,0,37.209,3,19,949,5,Go,false,5,Forms,,1.20,12.000
justinas/nosurf,1455,9,6,3,0,6.186,2,1174,3739,16,Go,false,0,Forms,,1.12,15.000
sonh/qs,68,0,0,0,0,0.000,31,347,1142,2,Go,false,2,Forms,,1.15,0.000
tomwright/queryparam,19,1,0,0,0,52.632,20,1150,1983,1,Go,false,0,Forms,,1.13,2.000
repeale/fp-go,268,5,1,1,1,18.657,0,351,621,3,Go,false,0,Functional,,1.18,20.000
TeaEntityLab/fpGo,331,3,2,1,0,9.063,5,8,2004,1,Go,false,1,Functional,,1.18,15.000
seborama/fuego,141,0,0,0,0,0.000,108,247,1838,1,Go,false,3,Functional,,1.18,0.000
BooleanCat/go-functional,224,12,6,5,1,53.571,0,28,2082,11,Go,false,0,Functional,,1.20,27.000
tobyhede/go-underscore,1293,1,0,0,0,0.773,26,263,3426,7,Go,false,0,Functional,,,2.000
rbrahul/gofp,142,1,1,1,0,7.042,2,998,1002,1,Go,false,0,Functional,,1.12,10.000
samber/mo,1943,70,35,12,3,36.027,0,33,549,8,Go,false,2,Functional,,1.18,50.000
rjNemo/underscore,94,2,0,0,0,21.277,17,157,689,2,Go,false,2,Functional,,1.20,2.000
phelmkamp/valor,15,1,0,0,0,66.667,20,395,590,1,Go,false,0,Functional,,1.19,2.000
azul3d/engine,593,1,1,1,0,1.686,6,755,2819,22,C,false,0,Game Development,,,10.000
hajimehoshi/ebiten,9007,104,59,32,1,11.547,0,0,3806,89,Go,false,15,Game Development,,1.18,80.000
EngoEngine/engo,1659,8,4,1,1,4.822,0,77,3293,55,Go,false,19,Game Development,,1.19,20.000
s0rg/fantasyname,24,4,2,1,0,166.667,1,121,739,1,Go,false,1,Game Development,,1.20,10.000
g3n/engine,2474,34,17,10,0,13.743,2,29,2446,35,Go,false,4,Game Development,,1.13,17.000
beefsack/go-astar,565,0,0,0,0,0.000,30,1177,3461,2,Go,false,0,Game Development,,,0.000
veandco/go-sdl2,2043,10,5,1,0,4.895,5,105,3817,86,C,false,0,Game Development,,1.15,10.000
ungerik/go3d,284,1,1,1,0,3.521,4,618,4526,11,Go,false,0,Game Development,,1.13,10.000
xtaci/gonet,1239,3,1,1,0,2.421,6,2381,3873,3,Go,false,0,Game Development,,,10.000
xiaonanln/goworld,2422,15,7,5,0,6.193,2,461,2358,9,Go,false,22,Game Development,,1.17,15.000
harfang3d/harfang3d,424,11,8,4,0,25.943,1,94,775,8,C++,false,0,Game Development,,,15.000
name5566/leaf,5017,26,15,9,2,5.182,0,393,3392,8,Go,false,0,Game Development,,,25.000
lonng/nano,2536,38,19,12,1,14.984,0,2,2299,20,Go,false,0,Game Development,,1.12,35.000
oakmound/oak,1461,8,5,3,0,5.476,1,267,2316,8,Go,false,18,Game Development,,1.18,10.000
topfreegames/pitaya,2007,31,17,11,0,15.446,1,8,2069,64,Go,false,26,Game Development,,1.20,20.000
faiface/pixel,4352,37,8,4,0,8.502,3,39,2554,44,Go,false,9,Game Development,,1.12,15.000
gonutz/prototype,83,0,0,0,0,0.000,34,411,3181,1,Go,false,6,Game Development,,1.11,0.000
