repo,stars,new-stars-last-30d,new-stars-last-14d,new-stars-last-7d,new-stars-last-24H,stars-per-mille-30d,days-last-star,days-last-commit,days-since-creation,mentionable-users,language,archived,dependencies,main-category,sub-category,min-go-version,liveness
elgs/jsonql,270,0,0,0,0,0.000,45,1329,2880,1,Go,false,0,Query Language,,,0.000
bhmj/jsonslice,79,0,0,0,0,0.000,123,684,2026,1,Go,false,1,Query Language,,1.17,0.000
hashicorp/mql,21,0,0,0,0,0.000,51,45,107,101,Go,false,3,Query Language,,1.20,0.000
a8m/rql,316,3,1,0,0,9.494,11,560,1991,5,Go,false,1,Query Language,,1.16,5.000
timsolov/rest-query-parser,61,2,2,1,0,32.787,6,204,1376,2,Go,false,4,Query Language,,1.13,10.000
SonicRoshan/straf,36,1,0,0,0,27.778,29,1280,1554,1,Go,false,2,Query Language,,1.14,2.000
leaanthony/debme,27,2,0,0,0,74.074,15,895,946,1,Go,false,2,Resource Embedding,,1.16,2.000
mjibson/esc,637,0,0,0,0,0.000,47,30,3583,16,Go,true,0,Resource Embedding,,,0.000
UnnoTed/fileb0x,631,0,0,0,0,0.000,38,1006,2855,15,Go,false,8,Resource Embedding,,1.13,0.000
omeid/go-resources,176,0,0,0,0,0.000,417,395,3191,7,Go,false,0,Resource Embedding,,1.13,0.000
GeertJohan/go.rice,2380,6,1,0,0,2.521,11,366,3677,36,Go,false,7,Resource Embedding,,1.12,5.000
wlbr/mule,12,0,0,0,0,0.000,417,823,1401,1,Go,false,0,Resource Embedding,,1.13,0.000
gobuffalo/packr,3410,5,1,0,0,1.466,11,725,2438,45,Go,true,12,Resource Embedding,,1.16,0.000
soypat/rebed,28,0,0,0,0,0.000,60,637,1003,1,Go,false,0,Resource Embedding,,1.16,0.000
go-playground/statics,67,0,0,0,0,0.000,46,2600,2963,3,Go,false,0,Resource Embedding,,,0.000
rakyll/statik,3673,15,4,2,0,4.084,3,1320,3573,26,Go,false,0,Resource Embedding,,1.12,10.000
wlbr/templify,30,0,0,0,0,0.000,115,823,2735,3,Go,false,0,Resource Embedding,,,0.000
shurcooL/vfsgen,980,1,0,0,0,1.020,29,137,3105,25,Go,false,0,Resource Embedding,,1.19,2.000
ndabAP/assocentity,13,1,1,1,0,76.923,5,175,1793,2,Go,false,5,Science and Data Analysis,,1.19,10.000
seanhagen/bradleyterry,8,0,0,0,0,0.000,301,1660,1663,1,Go,false,0,Science and Data Analysis,,,0.000
nikolaydubina/calendarheatmap,382,4,2,1,0,10.471,4,15,1234,1,Go,false,1,Science and Data Analysis,,1.16,12.000
vdobler/chart,758,6,3,1,0,7.916,5,898,4526,8,Go,false,4,Science and Data Analysis,,,10.000
rocketlaunchr/dataframe-go,1065,13,7,4,1,12.207,0,754,1873,5,Go,false,24,Science and Data Analysis,,1.15,25.000
db47h/decimal,38,0,0,0,0,0.000,100,489,1269,1,Go,false,0,Science and Data Analysis,,1.14,0.000
soniah/evaler,52,0,0,0,0,0.000,159,1939,4091,3,Go,false,0,Science and Data Analysis,,,0.000
VividCortex/ewma,416,3,1,1,0,7.212,5,935,3787,9,Go,false,0,Science and Data Analysis,,1.12,10.000
skelterjohn/geom,55,0,0,0,0,0.000,230,2144,4546,1,Go,false,0,Science and Data Analysis,,,0.000
mjibson/go-dsp,832,2,1,1,0,2.404,2,2020,4399,6,Go,false,0,Science and Data Analysis,,,10.000
milosgajdos/go-estimate,104,0,0,0,0,0.000,259,15,1839,2,Go,false,5,Science and Data Analysis,,1.18,2.000
ThePaw/go-gt,10,0,0,0,0,0.000,224,3881,2986,2,Go,false,0,Science and Data Analysis,,,0.000
soypat/godesim,22,1,1,1,1,45.455,0,532,1067,1,Go,false,2,Science and Data Analysis,,1.15,20.000
kzahedi/goent,33,0,0,0,0,0.000,178,1690,2293,1,Go,false,0,Science and Data Analysis,,,0.000
hmdsefi/gograph,38,1,0,0,0,26.316,22,35,477,1,Go,false,0,Science and Data Analysis,,1.21,2.000
VividCortex/gohistogram,172,0,0,0,0,0.000,148,1067,3790,7,Go,true,0,Science and Data Analysis,,,0.000
gonum/gonum,6931,61,35,17,1,8.801,0,5,2428,115,Go,false,5,Science and Data Analysis,,1.20,60.000
gonum/plot,2547,17,7,2,0,6.675,2,77,3770,39,Go,false,13,Science and Data Analysis,,1.20,15.000
gyuho/goraph,723,1,1,0,0,1.383,9,586,3551,4,Go,false,0,Science and Data Analysis,,,5.000
cpmech/gosl,1778,7,4,1,1,3.937,0,55,3203,12,Go,false,0,Science and Data Analysis,,1.17,20.000
OGFris/GoStats,20,0,0,0,0,0.000,72,1768,1944,1,Go,false,0,Science and Data Analysis,,,0.000
yourbasic/graph,660,2,0,0,0,3.030,18,894,2395,2,Go,false,0,Science and Data Analysis,,,2.000
nikolaydubina/jsonl-graph,69,0,0,0,0,0.000,83,371,875,2,Go,false,1,Science and Data Analysis,,1.17,0.000
ChristopherRabotin/ode,22,1,1,1,1,45.455,0,2495,2562,1,Go,false,0,Science and Data Analysis,,,20.000
paulmach/orb,754,11,8,4,2,14.589,0,124,2791,21,Go,false,3,Science and Data Analysis,,1.15,25.000
alixaxel/pagerank,78,1,1,1,0,12.821,5,1412,3026,1,Go,false,0,Science and Data Analysis,,,10.000
sgreben/piecewiselinear,26,0,0,0,0,0.000,164,1082,1853,2,Go,false,0,Science and Data Analysis,,1.15,0.000
claygod/PiHex,20,0,0,0,0,0.000,303,362,2674,2,Go,false,0,Science and Data Analysis,,1.16,0.000
khezen/rootfinding,11,1,1,1,0,90.909,5,1336,1844,1,Go,false,0,Science and Data Analysis,,1.14,10.000
james-bowman/sparse,146,2,2,0,0,13.699,11,842,2376,9,Go,false,2,Science and Data Analysis,,1.14,5.000
montanaflynn/stats,2833,14,8,3,0,4.942,1,191,3259,28,Go,false,0,Science and Data Analysis,,1.13,15.000
nytlabs/streamtools,1312,1,1,1,0,0.762,1,3152,3787,19,Go,false,0,Science and Data Analysis,,,10.000
DavidBelicza/TextRank,186,2,0,0,0,10.753,15,862,2138,2,Go,false,1,Science and Data Analysis,,1.15,2.000
tchayen/triangolatte,36,1,1,1,1,27.778,0,835,1948,2,Go,false,0,Science and Data Analysis,,,20.000
hlandau/acme,2008,11,4,1,0,5.478,3,313,2925,24,Go,false,0,Security,,,10.000
cossacklabs/acra,1233,14,6,2,0,11.354,2,10,2559,20,Go,false,30,Security,,1.21.0,20.000
FiloSottile/age,14365,178,85,39,5,12.391,0,58,1644,50,Go,false,6,Security,,1.19,50.000
andskur/argon2-hashing,19,0,0,0,0,0.000,417,207,1780,2,Go,false,1,Security,,1.14,0.000
raja/argon2pw,90,0,0,0,0,0.000,86,798,2075,1,Go,false,0,Security,,,0.000
jaredfolkins/badactor,318,0,0,0,0,0.000,30,1268,3262,3,Go,false,0,Security,,1.14,0.000
mariocandela/beelzebub,463,45,22,11,1,97.192,0,9,558,3,Go,false,11,Security,,1.20,45.000
anatol/booster,399,5,2,2,0,12.531,4,73,1072,20,Go,false,21,Security,,1.20,10.000
Ullaakut/cameradar,3609,93,25,13,1,25.769,0,32,2737,12,Go,false,8,Security,,1.14,40.000
mvmaasakkers/certificates,36,0,0,0,0,0.000,213,325,1720,4,Go,false,4,Security,,1.18,0.000
caddyserver/certmagic,4661,25,10,6,0,5.364,2,3,1804,58,Go,false,8,Security,,1.19,25.000
corazawaf/coraza,1492,53,24,12,1,35.523,0,5,1269,19,Go,false,10,Security,,1.19,50.000
golang-module/dongle,792,19,9,4,0,23.990,2,286,829,4,Go,false,3,Security,,1.14,15.000
prashantgupta24/firewalld-rest,333,0,0,0,0,0.000,43,1170,1253,1,Go,false,2,Security,,1.14,0.000
m1/go-generate-password,50,0,0,0,0,0.000,74,579,1464,3,Go,false,2,Security,,1.18,0.000
tg123/go-htpasswd,32,0,0,0,0,0.000,41,7,3075,7,Go,false,3,Security,,1.20,5.000
lane-c-wagner/go-password-validator,445,9,4,4,1,20.225,0,444,1129,4,Go,false,0,Security,,1.16,20.000
hillu/go-yara,326,9,8,7,0,27.607,1,9,3219,12,Go,false,0,Security,,1.15,20.000
dwin/goArgonPass,16,0,0,0,0,0.000,417,1072,1998,4,Go,false,2,Security,,1.14,0.000
dwin/goSecretBoxPassword,58,2,1,0,0,34.483,10,443,2220,1,Go,false,2,Security,,,5.000
avahidi/interpol,2,0,0,0,0,0.000,318,537,680,1,Go,false,0,Security,,1.13,0.000
go-acme/lego,6542,71,28,19,1,10.853,0,5,3085,352,Go,false,77,Security,,1.20,50.000
awnumar/memguard,2413,11,3,3,0,4.559,1,68,2401,10,Go,false,3,Security,,1.18,10.000
kevinburke/nacl,536,0,0,0,0,0.000,39,956,2311,3,Go,false,0,Security,,,0.000
pjebs/optimus-go,350,1,1,1,0,2.857,4,1293,3119,1,Go,false,0,Security,,,10.000
hlandau/passlib,287,2,0,0,0,6.969,19,970,3253,4,Go,false,0,Security,,,2.000
rsjethani/secret,23,0,0,0,0,0.000,60,205,676,2,Go,false,0,Security,,1.16,0.000
unrolled/secure,2166,14,5,3,1,6.464,0,31,3468,32,Go,false,0,Security,,1.13,20.000
xaionaro-go/secureio,30,0,0,0,0,0.000,183,1237,1788,1,Go,false,16,Security,,1.13,0.000
elithrar/simple-scrypt,190,0,0,0,0,0.000,60,1990,3140,4,Go,false,0,Security,,,0.000
ssh-vault/ssh-vault,406,11,9,9,3,27.094,0,0,2605,8,Rust,false,27,Security,,,55.000
adrianosela/sslmgr,21,0,0,0,0,0.000,60,401,1690,1,Go,false,4,Security,,1.19,0.000
kitabisa/teler-waf,201,6,3,2,0,29.851,1,0,340,56,Go,false,21,Security,,1.19,40.000
cossacklabs/themis,1770,15,9,7,0,8.475,1,8,3117,28,C,false,0,Security,,,20.000
PromonLogicalis/asn1,53,0,0,0,0,0.000,368,1711,2818,2,Go,true,0,Serialization,,,0.000
glycerine/bambam,67,0,0,0,0,0.000,72,2597,3348,5,Go,false,0,Serialization,,,0.000
32leaves/bel,35,0,0,0,0,0.000,171,1674,1731,1,Go,false,3,Serialization,,1.12,0.000
ghostiam/binstruct,80,3,2,2,0,37.500,1,572,1851,2,Go,false,2,Serialization,,1.13,10.000
fxamacker/cbor,612,6,3,1,0,9.804,3,6,1647,14,Go,false,1,Serialization,,1.12,20.000
pascaldekloe/colfer,721,2,2,0,0,2.774,8,17,2995,8,Java,false,4,Serialization,,1.18,7.000
jszwec/csvutil,843,9,5,3,0,10.676,4,68,2210,5,Go,false,0,Serialization,,1.18,10.000
epiclabs-io/elastic,23,0,0,0,0,0.000,210,1361,1361,2,Go,false,1,Serialization,,1.13,0.000
huydang284/fixedwidth,9,0,0,0,0,0.000,47,1436,1560,1,Go,false,1,Serialization,,1.12,0.000
o1egl/fwencoder,26,0,0,0,0,0.000,88,467,2153,1,Go,false,1,Serialization,,1.18,0.000
glycerine/go-capnproto,288,0,0,0,0,0.000,146,1765,3662,3,Go,false,0,Serialization,,,0.000
ugorji/go,1780,7,5,2,0,3.933,5,254,3824,15,Go,false,1,Serialization,,1.11,10.000
sbourlon/go-lctree,4,0,0,0,0,0.000,417,1262,1293,1,Go,false,0,Serialization,,1.14,0.000
gogo/protobuf,5604,13,6,2,0,2.320,2,389,3271,65,Go,false,0,Serialization,,1.15,15.000
golang/protobuf,9342,51,25,17,3,5.459,0,793,3281,102,Go,false,2,Serialization,,1.9,40.000
json-iterator/go,12723,74,34,18,1,5.816,0,428,2544,47,Go,false,5,Serialization,,1.12,50.000
mitchellh/mapstructure,7273,91,53,30,2,12.512,0,573,3834,54,Go,false,0,Serialization,,1.14,50.000
yvasiyarov/php_session_decoder,159,0,0,0,0,0.000,96,1933,3981,8,Go,false,0,Serialization,,,0.000
vimeda/pletter,19,0,0,0,0,0.000,417,236,1592,5,Go,false,2,Serialization,,1.17,0.000
tuvistavie/structomap,143,3,2,0,0,20.979,8,1646,3111,3,Go,false,0,Serialization,,,5.000
recolude/unitpacking,6,0,0,0,0,0.000,284,944,1034,1,Go,false,3,Serialization,,1.15,0.000
xyproto/algernon,2341,21,6,3,0,8.971,3,27,3174,14,Go,false,45,Server Applications,,1.20,17.000
caddyserver/caddy,50623,526,248,118,15,10.391,0,3,3230,245,Go,false,41,Server Applications,,1.20,62.000
blind-oracle/cortex-tenant,80,3,3,2,0,37.500,2,4,1137,14,Go,false,13,Server Applications,,1.20,20.000
cortesi/devd,3364,10,7,4,1,2.973,0,1300,2973,17,Go,false,22,Server Applications,,1.12,25.000
Bilibili/discovery,1764,4,0,0,0,2.268,16,1078,2037,34,Go,false,6,Server Applications,,1.12,2.000
krotik/dudeldu,142,0,0,0,0,0.000,41,1518,2627,1,Go,false,1,Server Applications,,1.12,0.000
neotoolkit/dummy,177,1,0,0,0,5.650,22,480,736,7,Go,true,7,Server Applications,,1.18,0.000
megaease/easegress,5571,19,8,7,1,3.411,0,3,904,59,Go,false,87,Server Applications,,1.20,35.000
etcd-io/etcd,44920,264,124,61,9,5.877,0,1,3786,816,Go,false,21,Server Applications,,1.21,62.000
ironsmile/euterpe,501,1,1,0,0,1.996,11,229,3607,4,Go,false,14,Server Applications,,1.20,5.000
getfider/fider,2453,19,8,4,0,7.746,3,124,2495,41,Go,false,22,Server Applications,,1.19,15.000
checkr/flagr,2282,38,17,7,0,16.652,1,11,2236,47,Go,false,45,Server Applications,,1.21,20.000
markphelps/flipt,2945,88,50,24,3,29.881,0,1,2569,41,Go,false,78,Server Applications,,1.21,60.000
thomaspoignant/go-feature-flag,869,29,15,4,1,33.372,0,1,1071,26,Go,false,45,Server Applications,,1.21,35.000
fabiocicerchia/go-proxy-cache,102,0,0,0,0,0.000,36,181,1100,3,Go,false,24,Server Applications,,1.20,0.000
ortuman/jackal,1439,10,0,0,0,6.949,15,261,2195,4,Go,true,26,Server Applications,,1.19,0.000
rekby/lets-proxy2,82,0,0,0,0,0.000,60,64,1681,3,Go,false,24,Server Applications,,1.18,0.000
minio/minio,41682,548,265,136,17,13.147,0,0,3229,440,Go,false,91,Server Applications,,1.20,82.000
sinhashubham95/moxy,12,2,2,2,0,166.667,3,549,854,1,Go,false,6,Server Applications,,1.16,10.000
blind-oracle/nginx-prometheus,38,0,0,0,0,0.000,60,1158,1852,1,Go,false,15,Server Applications,,1.15,0.000
camgraff/protoxy,32,0,0,0,0,0.000,51,1104,1170,1,Go,false,6,Server Applications,,1.15,0.000
blind-oracle/psql-streamer,53,0,0,0,0,0.000,60,1348,1664,1,Go,false,32,Server Applications,,1.14,0.000
blind-oracle/riemann-relay,2,0,0,0,0,0.000,417,1480,1669,1,Go,false,0,Server Applications,,,0.000
spiral/roadrunner,7458,56,28,14,3,7.509,0,1,2152,49,Go,false,49,Server Applications,,1.21,50.000
drakkan/sftpgo,7080,195,92,51,5,27.542,0,26,1582,61,Go,false,73,Server Applications,,1.21,52.000
leberKleber/simple-jwt-provider,36,1,1,1,0,27.778,4,772,1430,1,Go,false,15,Server Applications,,1.13,10.000
tricksterproxy/trickster,1921,8,6,3,2,4.164,0,184,2059,61,Go,false,24,Server Applications,,1.20,25.000
charmbracelet/wish,2397,80,32,15,5,33.375,0,8,1430,13,Go,false,13,Server Applications,,1.19,55.000
reugn/go-streams,1593,23,4,2,1,14.438,0,48,1662,7,Go,false,0,Stream Processing,,1.18,20.000
primetalk/goio,73,1,1,1,0,13.699,3,142,563,3,Go,false,4,Stream Processing,,1.18,10.000
whitaker-io/machine,139,4,3,3,0,28.777,2,2,1131,2,Go,false,1,Stream Processing,,1.21.4,20.000
youthlin/stream,84,0,0,0,0,0.000,40,1075,1101,1,Go,false,0,Stream Processing,,1.15,0.000
benbjohnson/ego,565,2,1,0,0,3.540,10,856,3554,7,Go,false,0,Template Engines,,1.13,5.000
dannyvankooten/extemplate,55,1,1,1,0,18.182,4,346,1925,1,Go,true,0,Template Engines,,1.16,0.000
valyala/fasttemplate,776,5,2,0,0,6.443,8,396,3012,7,Go,false,1,Template Engines,,1.12,5.000
m1/gospin,49,1,1,1,0,20.408,2,1291,1729,1,Go,false,2,Template Engines,,1.13,10.000
goradd/got,17,2,2,2,0,117.647,3,5,1785,3,Go,false,2,Template Engines,,1.20,20.000
foolin/goview,379,6,5,1,0,15.831,2,249,1678,5,Go,false,5,Template Engines,,1.14,10.000
CloudyKit/jet,1092,11,8,4,0,10.073,2,336,2787,18,Go,false,1,Template Engines,,1.12,15.000
osteele/liquid,243,7,3,3,0,28.807,2,54,2335,13,Go,false,3,Template Engines,,1.17,10.000
johnfercher/maroto,1280,33,17,7,2,25.781,0,4,1642,25,Go,false,8,Template Engines,,1.21.1,35.000
flosch/pongo2,2679,22,13,4,0,8.212,1,220,3739,46,Go,false,0,Template Engines,,1.18,15.000
valyala/quicktemplate,2903,17,7,3,0,5.856,1,794,2812,15,Go,false,2,Template Engines,,1.11,15.000
aymerick/raymond,556,2,1,1,0,3.597,3,2066,3131,4,Go,false,0,Template Engines,,,10.000
sipin/gorazor,835,1,1,0,0,1.198,10,64,3488,11,Go,false,2,Template Engines,,1.12,5.000
robfig/soy,171,0,0,0,0,0.000,41,266,3625,24,Go,false,5,Template Engines,,1.12,0.000
Masterminds/sprig,3820,44,23,14,1,11.518,0,353,3648,84,Go,false,10,Template Engines,,1.13,40.000
lucasepe/tbd,24,0,0,0,0,0.000,98,811,910,1,Go,false,7,Template Engines,,1.16,0.000
a-h/templ,2076,574,190,79,12,276.493,0,0,951,43,Go,false,15,Template Engines,,1.20,82.000
go-playground/assert,61,0,0,0,0,0.000,46,438,3042,2,Go,false,0,Testing,,1.13,0.000
cavaliercoder/badio,11,0,0,0,0,0.000,52,2834,2837,1,Go,false,0,Testing,,,0.000
h2non/baloo,767,1,1,1,0,1.304,5,465,2728,7,Go,false,0,Testing,,,10.000
carlmjohnson/be,81,1,0,0,0,12.346,28,29,593,1,Go,false,0,Testing,,1.18,4.000
fulldump/biff,13,0,0,0,0,0.000,52,311,2060,2,Go,false,0,Testing,,1.14,0.000
percolate/charlatan,199,0,0,0,0,0.000,52,246,2233,51,Go,false,0,Testing,,,0.000
SimonBaeumer/commander,216,1,1,1,0,4.630,6,12,1729,6,Go,false,11,Testing,,1.21,15.000
covergates/covergates,59,0,0,0,0,0.000,52,1135,1268,1,Go,false,31,Testing,,1.14,0.000
bradleyjkemp/cupaloy,278,1,1,1,0,3.597,6,430,2293,9,Go,false,3,Testing,,,10.000
khaiql/dbcleaner,157,0,0,0,0,0.000,52,738,2495,6,Go,false,0,Testing,,,0.000
viant/dsunit,43,0,0,0,0,0.000,127,102,2713,13,Go,false,0,Testing,,,0.000
fergusstrange/embedded-postgres,657,10,6,1,1,15.221,0,10,1462,22,Go,false,4,Testing,,1.18,30.000
viant/endly,246,0,0,0,0,0.000,52,102,2272,25,Go,false,50,Testing,,1.17,0.000
rekby/fixenv,21,1,1,1,1,47.619,0,54,812,1,Go,false,1,Testing,,1.18,20.000
fluentassert/verify,36,0,0,0,0,0.000,52,4,965,1,Go,false,1,Testing,,1.18,10.000
suzuki-shunsuke/flute,18,0,0,0,0,0.000,52,680,1596,2,Go,false,3,Testing,,1.14,0.000
verdverm/frisby,276,0,0,0,0,0.000,45,2357,2985,5,Go,false,0,Testing,,,0.000
hedhyw/gherkingen,65,4,2,1,0,61.538,4,6,671,3,Go,false,6,Testing,,1.20,20.000
orlangure/gnomock,1258,15,8,4,0,11.924,1,83,1386,17,Go,false,27,Testing,,1.21,15.000
msoap/go-carpet,240,0,0,0,0,0.000,32,58,2819,5,Go,false,5,Testing,,1.19,0.000
google/go-cmp,3776,44,20,9,2,11.653,0,78,2324,32,Go,false,0,Testing,,1.13,25.000
Eun/go-hit,240,1,0,0,0,4.167,19,38,1627,1,Go,false,18,Testing,,1.15,2.000
zimmski/go-mutesting,608,3,2,1,0,4.934,4,891,3248,6,Go,false,8,Testing,,1.10,10.000
arikama/go-mysql-test-container,2,0,0,0,0,0.000,417,527,744,2,Go,false,4,Testing,,1.18,0.000
maxatome/go-testdeep,403,3,0,0,0,7.444,18,21,2001,9,Go,false,0,Testing,,1.18,4.000
maargenton/go-testpredicate,5,0,0,0,0,0.000,417,728,1820,1,Go,false,1,Testing,,1.14,0.000
dnaeon/go-vcr,1055,11,4,2,0,10.427,1,120,2895,32,Go,false,1,Testing,,1.19,10.000
franela/goblin,887,0,0,0,0,0.000,84,775,3712,23,Go,false,0,Testing,,1.14,0.000
qiniu/goc,730,11,5,2,0,15.068,2,27,1290,24,Go,false,17,Testing,,1.13,12.000
corbym/gocrest,96,0,0,0,0,0.000,61,221,2155,3,Go,false,0,Testing,,1.18,0.000
cucumber/godog,2079,21,10,5,0,10.101,1,19,3082,166,Go,false,6,Testing,,1.16,17.000
appleboy/gofight,437,0,0,0,0,0.000,45,873,2790,12,Go,false,1,Testing,,1.13,0.000
corbym/gogiven,14,0,0,0,0,0.000,229,228,2147,3,Go,false,2,Testing,,1.18,0.000
jfilipczyk/gomatch,45,0,0,0,0,0.000,142,1036,1755,2,Go,false,2,Testing,,1.15,0.000
stv0g/gont,61,1,0,0,0,16.393,24,3,785,2,Go,false,14,Testing,,1.21,12.000
orfjackal/gospec,114,0,0,0,0,0.000,53,3396,5106,1,Go,false,0,Testing,,,0.000
stesla/gospecify,53,0,0,0,0,0.000,417,4535,5111,1,Go,false,0,Testing,,,0.000
pavlo/gosuite,12,0,0,0,0,0.000,417,2586,2589,1,Go,false,0,Testing,,,0.000
ysmood/got,262,3,1,0,0,11.450,11,16,1145,3,Go,false,1,Testing,,1.21,7.000
gotestyourself/gotest.tools,474,7,2,1,0,14.768,6,37,2292,21,Go,false,2,Testing,,1.17,10.000
rdrdr/hamcrest,28,0,0,0,0,0.000,417,1044,4714,3,Go,false,0,Testing,,,0.000
gavv/httpexpect,2350,19,10,4,1,8.085,0,8,2758,71,Go,false,19,Testing,,1.19,30.000
matryer/is,1652,9,3,1,0,5.448,2,198,2537,21,Go,false,0,Testing,,1.14,10.000
kinbiko/jsonassert,115,1,0,0,0,8.696,16,147,1848,1,Go,false,0,Testing,,1.19,2.000
dedalqq/omg.testingtools,1,0,0,0,0,0.000,417,764,765,1,Go,false,0,Testing,,1.17,0.000
yookoala/restit,55,0,0,0,0,0.000,255,3,3433,3,Go,false,2,Testing,,1.18,10.000
jgroeneveld/schema,20,0,0,0,0,0.000,329,1497,3018,2,Go,false,0,Testing,,,0.000
elgohr/stop-and-go,9,0,0,0,0,0.000,201,64,1107,2,Go,false,1,Testing,,1.18,0.000
adamluzsi/testcase,114,0,0,0,0,0.000,58,24,1670,4,Go,false,0,Testing,,1.18,2.000
testcontainers/testcontainers-go,2543,58,20,11,1,22.808,0,0,1948,163,Go,false,16,Testing,,1.20,55.000
go-testfixtures/testfixtures,993,10,4,2,0,10.070,2,167,2782,35,Go,false,9,Testing,,1.19,10.000
stretchr/testify,20942,203,96,41,2,9.693,0,9,4049,242,Go,false,4,Testing,,1.17,55.000
zhulongcheng/testsql,17,0,0,0,0,0.000,56,1514,1882,1,Go,false,0,Testing,,,0.000
MarvinJWendt/testza,415,1,0,0,0,2.410,20,288,865,10,Go,false,5,Testing,,1.18,2.000
jgroeneveld/trial,6,0,0,0,0,0.000,417,408,3075,1,Go,false,1,Testing,,1.19,0.000
vcaesar/tt,6,0,0,0,0,0.000,417,87,2054,1,Go,false,0,Testing,,1.17,0.000
posener/wstest,101,0,0,0,0,0.000,62,1052,2422,4,Go,false,2,Testing,,1.13,0.000
maxbrunsfeld/counterfeiter,883,7,4,3,0,7.928,1,0,3468,30,Go,false,4,Testing,,1.20,40.000
elgohr/go-localstack,72,0,0,0,0,0.000,43,5,1340,4,Go,false,13,Testing,,1.18,10.000
DATA-DOG/go-sqlmock,5561,46,22,9,2,8.272,0,29,3571,47,Go,false,1,Testing,,1.15,42.000
DATA-DOG/go-txdb,581,7,5,2,0,12.048,4,109,3055,16,Go,false,2,Testing,,1.12,10.000
h2non/gock,1963,20,6,2,0,10.188,1,77,2816,28,Go,false,2,Testing,,1.13,15.000
golang/mock,9125,31,11,6,0,3.397,1,143,3080,85,Go,true,2,Testing,,1.15,0.000
seborama/govcr,160,0,0,0,0,0.000,46,111,2686,5,Go,false,11,Testing,,1.17,0.000
SpectoLabs/hoverfly,2274,15,10,4,0,6.596,1,9,2909,47,Go,false,38,Testing,,1.18,20.000
jarcoal/httpmock,1788,21,6,1,0,11.745,4,92,3553,17,Go,false,1,Testing,,1.18,15.000
gojuno/minimock,519,6,5,2,0,11.561,3,30,2662,17,Go,false,8,Testing,,1.18,10.000
vektra/mockery,5190,70,31,14,2,13.487,0,2,3363,110,Go,false,15,Testing,,1.19,60.000
tv42/mockhttp,23,1,1,1,0,43.478,3,3306,4542,1,Go,false,0,Testing,,,10.000
pasdam/mockit,16,0,0,0,0,0.000,174,226,1417,1,Go,true,2,Testing,,1.13,0.000
awterman/monkey,1,0,0,0,0,0.000,96,4,124,1,Go,false,1,Testing,,1.20,10.000
GuilhermeCaruso/mooncake,18,1,1,1,0,55.556,3,426,457,1,Go,false,2,Testing,,1.18,10.000
cabify/timex,70,0,0,0,0,0.000,85,1202,1415,7,Go,false,1,Testing,,1.13,0.000
dvyukov/go-fuzz,4659,9,3,1,0,1.932,2,30,3138,79,Go,false,0,Testing,,,10.000
google/gofuzz,1464,5,0,0,0,3.415,17,395,3396,27,Go,false,0,Testing,,1.12,2.000
zimmski/tavor,241,0,0,0,0,0.000,235,1843,3470,2,Go,false,0,Testing,,,0.000
mafredri/cdp,697,6,0,0,0,8.608,16,227,2442,9,Go,false,6,Testing,,1.13,2.000
knq/chromedp,9747,106,49,26,4,10.875,0,21,2488,42,Go,false,5,Testing,,1.16,52.000
aerokube/ggr,302,1,1,0,0,3.311,8,35,2710,9,Go,false,4,Testing,,1.20,5.000
mxschmitt/playwright-go,1528,44,16,4,1,28.796,0,14,1188,20,JavaScript,false,0,Testing,,,27.000
go-rod/rod,4328,84,41,21,3,19.409,0,11,1396,50,Go,false,6,Testing,,1.16,55.000
aerokube/selenoid,2428,7,2,1,0,2.883,6,16,2644,30,Go,false,13,Testing,,1.21,12.000
pingcap/failpoint,791,7,3,2,0,8.850,3,474,1691,200,Go,false,4,Testing,,1.13,10.000
bojanz/address,69,0,0,0,0,0.000,46,0,1136,2,Go,false,0,Text Processing,Formatters,1.17,30.000
Guitarbum722/align,83,1,1,1,0,12.048,5,796,2393,3,Go,false,1,Text Processing,Formatters,1.17,10.000
ianlopshire/go-fixedwidth,78,0,0,0,0,0.000,46,92,2193,8,Go,false,0,Text Processing,Formatters,1.18,0.000
dustin/go-humanize,3847,45,27,19,1,11.697,0,39,4327,26,Go,false,0,Text Processing,Formatters,1.16,40.000
bndr/gotabulate,302,0,0,0,0,0.000,85,1011,3376,6,Go,false,0,Text Processing,Formatters,,0.000
isbm/textwrap,5,0,0,0,0,0.000,89,1572,1575,1,Go,false,0,Text Processing,Formatters,,0.000
mmalcek/bafi,88,4,2,1,0,45.455,5,36,858,1,Go,false,7,Text Processing,Markup Languages,1.17,10.000
CalebQ42/bbConvert,7,0,0,0,0,0.000,417,2620,2772,1,Go,false,0,Text Processing,Markup Languages,,0.000
russross/blackfriday,5251,23,7,5,0,4.380,1,1117,4557,60,Go,false,0,Text Processing,Markup Languages,1.13,15.000
drewstinnett/go-output-format,13,1,0,0,0,76.923,29,319,953,1,Go,false,5,Text Processing,Markup Languages,1.19,2.000
pelletier/go-toml,1522,22,14,4,1,14.455,0,22,3918,78,Go,false,1,Text Processing,Markup Languages,1.16,27.000
yuin/goldmark,2987,64,31,12,1,21.426,0,14,1666,45,Go,false,0,Text Processing,Markup Languages,1.18,52.000
andrewstuart/goq,247,0,0,0,0,0.000,40,807,2462,3,Go,false,3,Text Processing,Markup Languages,1.12,0.000
